class	vtable_rva	method_count	method_rvas
.?AVSquadLeaderBehaviorClass@@	0x8a5f48	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x5c4170,0x17dc70,0x18ceb0,0x5c41d0,0x5c3ca0,0x5c3d00,0x5c4180,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVSquadLeaderBehaviorClass@@	0x8a6020	4	0x3c1c44,0x3c1d6c,0x5c3bc0,0x1f9d0
.?AVSquadLeaderBehaviorClass@@	0x8a6048	3	0x5c3bcc,0x4c30c0,0x17dc70
.?AVCollisionClass@@	0x8a6088	17	0x5c6110,0x5c7d10,0x17dc70,0x1fa90,0x5c80d0,0x13b7d0,0x35deb0,0x42c630,0x5c78e0,0x17d070,0x13b7d0,0x13b7d0,0x5c7700,0x5c7d90,0x5c7930,0x13b7d0,0x17dc70
.?AVCollisionClass@@	0x8a6118	2	0x5c6100,0x17d070
.?AVFighterLocomotorBehaviorClass@@	0x8a6198	97	0x4c2ee0,0x4c2f00,0x4c2f20,0x569f50,0x17dc70,0x18ceb0,0x5cb830,0x569ee0,0x5ca380,0x5cafc0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x5c9c80,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070,0x17dc70,0x1fa90,0x42d7a0,0x13b7d0,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x5abbf0,0x1fa90,0x13b7d0,0x13b7d0,0x13b7d0,0x5cb4f0,0x5cb420,0x42ced0,0x42c890,0x42ce30,0x1fa90,0x42c7d0,0x42cba0,0x42cdd0,0x42d060,0x42cad0,0x42c680,0x42d090,0x42ccb0,0x42cc60,0x42cd30,0x42cd80,0x42cbd0,0x42cc20,0x42cbf0,0x13b7d0,0x13b7d0,0x42c600,0x42c600,0x42c9f0,0x42d000,0x42ce70,0x42cd10,0x5cb490,0x17dc70,0x13b7d0,0x13b7d0,0x18cec0,0x13b7d0,0x42c600,0x42c5e0,0x42c5c0,0x5cb580,0x42d2a0,0x13b7d0,0x1fa90,0x1fa90,0x42caf0,0x5cb020,0x1fa90,0x42c1c0,0x5caf40,0x42c640,0x17dc70,0x5c9a80,0x1fa90,0x5c9800,0x42c400,0x42c4c0,0x42d7b0,0x1fa90,0x42d6a0,0x17dc70
.?AVFighterLocomotorBehaviorClass@@	0x8a64a8	4	0x3c1c44,0x3c1d6c,0x5c8a64,0x1f9d0
.?AVFighterLocomotorBehaviorClass@@	0x8a64d0	3	0x5c8a70,0x4c30c0,0x17dc70
.?AVSpaceMovementCoordinatorClass@@	0x8a6520	13	0x5cf3e0,0x4f77e0,0x17dc70,0x5cf420,0x5d5130,0x5d51e0,0x4f7770,0x5d1710,0x5d2030,0x5d68c0,0x5d1dd0,0x4f80c0,0x5d58f0
.?AV?$EventFactoryClass@VTacticalSuperWeaponEventClass@@$0CG@@@	0x8a65e0	2	0x5d6b40,0x5d6b90
.?AVTacticalSuperWeaponEventClass@@	0x8a65f8	10	0x1f92b0,0x1f92c0,0x3af2c0,0x1f9d0,0x5d6cd0,0x5d6c60,0x5d6bd0,0x17dc70,0x13b7d0,0x17dc70
.?AVTacticalUnderConstructionBehaviorClass@@	0x8a6658	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x5d70e0,0x17dc70,0x18ceb0,0x5d7350,0x5d6dc0,0x5d70d0,0x5d70f0,0x4c3000,0x5d6e40,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x5d6e20,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVTacticalUnderConstructionBehaviorClass@@	0x8a6730	4	0x3c1c44,0x3c1d6c,0x5d6d3c,0x1f9d0
.?AVTacticalUnderConstructionBehaviorClass@@	0x8a6758	3	0x5d6d48,0x4c30c0,0x17dc70
.?AV?$EventFactoryClass@VTacticalBuildEventClass@@$0CB@@@	0x8a67a0	2	0x5d76e0,0x5d7730
.?AVTacticalBuildEventClass@@	0x8a67b8	10	0x1f92b0,0x1f92c0,0x403ae0,0x1f9d0,0x5d78a0,0x5d7820,0x5d7780,0x17dc70,0x13b7d0,0x17dc70
.?AVDraw3DTextCrawlClass@@	0x8a6818	4	0x1f92b0,0x1f92c0,0x5d9010,0x1f9d0
.?AVStoryEventSelectPlanetClass@@	0x8a69b8	13	0x450bc0,0x4674c0,0x5dc5f0,0x5dc4f0,0x45e480,0x1fa90,0x45def0,0x1fa90,0x45ac40,0x462fd0,0x13b7d0,0x13b7d0,0x13b7d0
.?AV?$EnumConversionClass@W4CellPassabilityType@@@@	0x8a6a60	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$BitfieldConversionClass@W4CellPassabilityType@@@@	0x8a6a98	6	0x1d9640,0x5114f0,0x46fe10,0x1dc1d0,0x511300,0x510df0
.?AV?$EnumConversionClass@W4ContainerArrangementType@@@@	0x8a6b40	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4ForceAlignmentType@@@@	0x8a6ba8	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4FormationFormupWaitType@@@@	0x8a6c00	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4FormationGroupingType@@@@	0x8a6c70	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4DifficultyLevelType@@@@	0x8a6cd0	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4tSubGameModeType@@@@	0x8a6d28	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4UnitAbilityType@@@@	0x8a6d88	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4CorruptionTypeEnum@@@@	0x8a7208	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4SpaceLayerType@@@@	0x8a7330	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$BitfieldConversionClass@W4SpaceLayerType@@@@	0x8a7368	6	0x1d9640,0x5114f0,0x46fe10,0x1dc1d0,0x511300,0x510df0
.?AV?$EnumConversionClass@W4UnitCollisionClassType@@@@	0x8a73d0	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4UnitOccupationType@@@@	0x8a74a0	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4tDamageType@@@@	0x8a74f8	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4ProductionQueueType@@@@	0x8a7720	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4EdgeAnnotationType@@@@	0x8a7798	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4LocomotorStateType@@@@	0x8a7830	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4AbilityActivationType@@@@	0x8a7b78	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4LightEffectType@@@@	0x8a7ca8	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4AIGoalApplicationType@@@@	0x8a7d50	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$BitfieldConversionClass@W4AIGoalApplicationType@@@@	0x8a7d88	6	0x1d9640,0x5114f0,0x46fe10,0x1dc1d0,0x511300,0x510df0
.?AV?$EnumConversionClass@W4InstantiatedGoalStateType@@@@	0x8a7ef0	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$DatabaseObjectManagerClass@VAIGoalProposalFunctionSetClass@@@@	0x8a7f60	4	0x5e5d30,0x332b20,0x332b50,0x76af38
.?AVTheAIGoalProposalFunctionSetManagerClass@@	0x8a7f88	4	0x5e5d70,0x332b20,0x332b50,0x5e5e00
.?AV?$DatabaseObjectManagerClass@VAIGoalTypeClass@@@@	0x8a7fd0	4	0x5e6790,0x483ee0,0x332b50,0x76af38
.?AVTheAIGoalTypeManagerClass@@	0x8a7ff8	4	0x5e67d0,0x483ee0,0x332b50,0x5e6860
.?AV?$EnumConversionClass@W4AIGoalReachabilityType@@@@	0x8a8038	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$DatabaseObjectManagerClass@VLuaScriptClass@@@@	0x8a8150	4	0x5e78e0,0x332b20,0x332b50,0x76af38
.?AVTheEvaluatorScriptManagerClass@@	0x8a8178	4	0x5e7920,0x332b20,0x332b50,0x5e79b0
.?AV?$EnumConversionClass@W4MapEnvironmentType@@@@	0x8a81e0	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AVActionClass@@	0x8a8268	13	0x5e9080,0x5e9910,0x76af38,0x76af38,0x76af38,0x76af38,0x76af38,0x76af38,0x76af38,0x76af38,0x5e98a0,0x76af38,0x76af38
.?AV?$EnumConversionClass@W4ActionRelevanceEnum@@@@	0x8a82d8	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AVMoveActionClass@@	0x8a8460	13	0x5e9bb0,0x5e9910,0x5ea8e0,0x5ea310,0x5ea330,0x5e9ce0,0x18cee0,0x5eaab0,0x5ea8f0,0x5ea820,0x5ea810,0x5eaa80,0x5eaca0
.?AV?$EnumConversionClass@W4MoveActionTypeEnum@@@@	0x8a84e0	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4SpaceCollisionType@@@@	0x8a8570	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$BitfieldConversionClass@W4SpaceCollisionType@@@@	0x8a85a8	6	0x1d9640,0x5114f0,0x46fe10,0x1dc1d0,0x511300,0x510df0
.?AVTacticalAIManagerClass@@	0x8a8948	11	0x5f4c30,0x5f5040,0x5f5d70,0x5f5ab0,0x5f52e0,0x5f5230,0x5f5360,0x5f51e0,0x5f52b0,0x5f5390,0x5f55f0
.?AVTacticalAIDiagnosticsNodeClass@@	0x8a89a8	5	0x476690,0x4af980,0x5f4e00,0x5f4d60,0x5f53c0
.?AVDebugTreeItem@@	0x8a8a08	10	0x1f92b0,0x1f92c0,0x5f5f40,0x1f9d0,0x530f20,0x76af38,0x1fa90,0x1fa90,0x1fa90,0x1fa90
.?AVAIDiagsNode@@	0x8a8a68	10	0x1f92b0,0x1f92c0,0x5f61a0,0x1f9d0,0x5f6220,0x5f6230,0x5f61e0,0x1fa90,0x1fa90,0x5f64d0
.?AVAIDiagnosticsClass@@	0x8a8ac8	2	0x5f65a0,0x17d070
.?AVPlanBehaviorClass@@	0x8a8b10	3	0x5f6940,0x5f7b00,0x17dc70
.?AVPlanBehaviorClass@@	0x8a8b30	4	0x1f92b0,0x1f92c0,0x5f6924,0x1f9d0
.?AVPlanBehaviorClass@@	0x8a8b58	2	0x5f6930,0x5f6e20
.?AVAIPlanBehaviorDiagnosticsNodeClass@@	0x8a8b70	5	0x5f7030,0x4af980,0x4dbf80,0x5f6cf0,0x5f6e60
.?AVTaskForceClass@@	0x8a8d38	50	0x1f92b0,0x1f92c0,0x5f9710,0x1f9d0,0x5fcd90,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x5ffb70,0x5fd470,0x1fa90,0x13b7d0,0x2586d0,0x5fd2c0,0x5f9a90,0x5fe240,0x5fefd0,0x5fc3b0,0x5fc3b0,0x5fdbd0,0x5fdd50,0x5fc040,0x5fa150,0x600a50,0x5fda50,0x5fdc80,0x600060,0x6003a0,0x5fd320,0x5f9dc0,0x5ff430,0x5fc010,0x5fc4d0,0x5f9890,0x5fffd0,0x5fff40,0x5fd100,0x5fcda0,0x5fcec0,0x6008f0,0x5fcc60,0x13b7d0,0x18cea0,0x5ff610
.?AVTaskForceClass@@	0x8a8ed0	3	0x5f96a0,0x5fe5d0,0x17dc70
.?AVTaskForceClass@@	0x8a8ef0	2	0x5f96ac,0x5fb820
.?AVAITaskForceDiagnosticsNodeClass@@	0x8a8f08	5	0x5fcd80,0x5f96c0,0x5fa1a0,0x1fa90,0x5fc8d0
.?AV?$LuaMemberFunctionWrapper@VTaskForceClass@@@@	0x8a9070	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AVPlayerWrapper@@	0x8aa210	20	0x1f92b0,0x1f92c0,0x6018a0,0x1f9d0,0x6021b0,0x6c540,0x17d070,0x24a890,0x24a880,0x602400,0x17d070,0x24c300,0x17d070,0x17dc70,0x604970,0x602580,0x1fa90,0x13b7d0,0x2586d0,0x6024d0
.?AV?$LuaMemberFunctionWrapper@VPlayerWrapper@@@@	0x8aa2b8	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AVGameObjectTypeWrapper@@	0x8ab6d0	19	0x1f92b0,0x1f92c0,0x605170,0x1f9d0,0x6058d0,0x6c540,0x17d070,0x24a890,0x24a880,0x6060b0,0x17d070,0x24c300,0x17d070,0x17dc70,0x606630,0x6062c0,0x1fa90,0x13b7d0,0x2586d0
.?AV?$LuaMemberFunctionWrapper@VGameObjectTypeWrapper@@@@	0x8ab770	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AVAITargetLocationWrapper@@	0x8abf08	20	0x1f92b0,0x1f92c0,0x60e020,0x1f9d0,0x60e630,0x6c540,0x17d070,0x24a890,0x24a880,0x60e6e0,0x17d070,0x60ea70,0x17d070,0x17dc70,0x258b00,0x60e760,0x1fa90,0x13b7d0,0x2586d0,0x225e0
.?AVAITargetLocationWrapper@@	0x8abfb0	3	0x60e014,0x60e890,0x2583f0
.?AV?$LuaMemberFunctionWrapper@VAITargetLocationWrapper@@@@	0x8abfd0	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AVPositionWrapper@@	0x8ac198	19	0x1f92b0,0x1f92c0,0x60eb60,0x1f9d0,0x60ed30,0x6c540,0x17d070,0x24a890,0x24a880,0x60ef00,0x17d070,0x24c300,0x17d070,0x17dc70,0x60f100,0x60f090,0x1fa90,0x13b7d0,0x245ca0
.?AV?$LuaMemberFunctionWrapper@VPositionWrapper@@@@	0x8ac238	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AUBudgetedGoalStruct@AIBudgetClass@@	0x8ac390	2	0x610ce0,0x612980
.?AUBudgetedCategoryStruct@AIBudgetClass@@	0x8ac3a8	2	0x610c50,0x612940
.?AVAIBudgetClass@@	0x8ac3c0	2	0x610b90,0x612900
.?AVAIBudgetDiagnosticsNodeClass@@	0x8ac3d8	5	0x476690,0x4af980,0x4dbf80,0x611120,0x612fb0
.?AVAIBudgetedCategoryDiagnosticsNodeClass@@	0x8ac408	5	0x476690,0x4af980,0x6112c0,0x6111f0,0x613000
.?AVAIBudgetedGoalDiagnosticsNodeClass@@	0x8ac4f8	5	0x476690,0x4af980,0x611f20,0x1fa90,0x613110
.?AVNeutralizeHeroAbilityClass@@	0x8ac5a8	32	0x615c50,0x48d340,0x6166c0,0x17d070,0x1fa90,0x6166d0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x616710,0x617f70,0x615fd0,0x13b7d0
.?AVNeutralizeHeroAbilityClass@@	0x8ac6b0	4	0x1f92b0,0x1f92c0,0x615c44,0x1f9d0
.?AVSlicerAbilityClass@@	0x8acbe8	32	0x618760,0x48d340,0x618e20,0x17d070,0x1fa90,0x619040,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x619130,0x619980,0x6187a0,0x13b7d0
.?AVSlicerAbilityClass@@	0x8accf0	4	0x1f92b0,0x1f92c0,0x618750,0x1f9d0
.?AVBlackMarketAbilityClass@@	0x8ad158	32	0x61a2d0,0x48d340,0x61aac0,0x17d070,0x1fa90,0x61aad0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x61ab30,0x61b0e0,0x61a4a0,0x13b7d0
.?AVBlackMarketAbilityClass@@	0x8ad260	4	0x1f92b0,0x1f92c0,0x61a2bc,0x1f9d0
.?AVHackSuperWeaponAbilityClass@@	0x8ad350	32	0x61b4d0,0x48d340,0x61b780,0x17d070,0x1fa90,0x61b9b0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x17dc70,0x61bc80,0x61b520,0x5b2430
.?AVHackSuperWeaponAbilityClass@@	0x8ad458	4	0x1f92b0,0x1f92c0,0x61b4bc,0x1f9d0
.?AVGravityControlFieldBehaviorClass@@	0x8ad4b0	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x61beb0,0x17dc70,0x17d300,0x61c700,0x61bd50,0x61bea0,0x401da0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x61c8d0,0x61be10,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVGravityControlFieldBehaviorClass@@	0x8ad588	4	0x3c1c44,0x3c1d6c,0x61bcd0,0x1f9d0
.?AVGravityControlFieldBehaviorClass@@	0x8ad5b0	3	0x61bcdc,0x4c30c0,0x17dc70
.?AVSkyDomeBehaviorClass@@	0x8ad660	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x61c9e0,0x17dc70,0x18ceb0,0x61c9f0,0x1fa90,0x61c9d0,0x401da0,0x3fb000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVSkyDomeBehaviorClass@@	0x8ad738	4	0x3c1c44,0x3c1d6c,0x61c8e4,0x1f9d0
.?AVSkyDomeBehaviorClass@@	0x8ad760	3	0x61c8f0,0x4c30c0,0x17dc70
.?AVWalkLocomotorBehaviorClass@@	0x8ad798	97	0x4c2ee0,0x4c2f00,0x4c2f20,0x569f50,0x17dc70,0x18ceb0,0x61e930,0x569ee0,0x61d510,0x61dea0,0x61e690,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070,0x17dc70,0x1fa90,0x1fa90,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x5abbf0,0x61d300,0x61df40,0x61dfd0,0x61df60,0x61e660,0x5ad320,0x61e570,0x42c890,0x61e3d0,0x61e440,0x42c7d0,0x42cba0,0x42cdd0,0x42d060,0x42cad0,0x42c680,0x42d090,0x61e380,0x42cc60,0x42cd30,0x42cd80,0x42cbd0,0x42cc20,0x42cbf0,0x13b7d0,0x13b7d0,0x61e0a0,0x61dff0,0x42c9f0,0x42d000,0x42ce70,0x42cd10,0x61e4b0,0x17dc70,0x13b7d0,0x13b7d0,0x18ceb0,0x13b7d0,0x42c600,0x42c5e0,0x42c5c0,0x42d0f0,0x42d2a0,0x13b7d0,0x1fa90,0x1fa90,0x61e0f0,0x1fa90,0x1fa90,0x42c1c0,0x1fa90,0x42c640,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x42c400,0x42c4c0,0x42d7b0,0x620710,0x42d6a0,0x17dc70
.?AVWalkLocomotorBehaviorClass@@	0x8adaa8	4	0x3c1c44,0x3c1d6c,0x42bac8,0x1f9d0
.?AVWalkLocomotorBehaviorClass@@	0x8adad0	3	0x42bad4,0x4c30c0,0x17dc70
.?AVCashPointBehaviorClass@@	0x8adb28	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x621360,0x17dc70,0x1fc30,0x621370,0x6212e0,0x621350,0x401da0,0x4c3000,0x42a4c0,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVCashPointBehaviorClass@@	0x8adc00	4	0x3c1c44,0x3c1d6c,0x621260,0x1f9d0
.?AVCashPointBehaviorClass@@	0x8adc28	3	0x62126c,0x4c30c0,0x17dc70
.?AVIndigenousUnitBehaviorClass@@	0x8adc60	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x621860,0x17dc70,0x621840,0x621d80,0x1fa90,0x621830,0x621870,0x4c3000,0x5314f0,0x18cfa0,0x1fa90,0x1fa90,0x6222f0,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVIndigenousUnitBehaviorClass@@	0x8add38	4	0x3c1c44,0x3c1d6c,0x62175c,0x1f9d0
.?AVIndigenousUnitBehaviorClass@@	0x8add60	3	0x621768,0x4c30c0,0x17dc70
.?AVLocomotorBehaviorClass@@	0x8adda0	98	0x4c2ee0,0x4c2f00,0x4c2f20,0x569f50,0x17dc70,0x18ceb0,0x42f140,0x569ee0,0x622360,0x401da0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070,0x13b7d0,0x1fa90,0x42d7a0,0x13b7d0,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x13b7d0,0x1fa90,0x13b7d0,0x13b7d0,0x13b7d0,0x42cfc0,0x42c920,0x42ced0,0x42c890,0x42ce30,0x1fa90,0x42c7d0,0x42cba0,0x42cdd0,0x42d060,0x42cad0,0x42c680,0x42d090,0x42ccb0,0x42cc60,0x42cd30,0x42cd80,0x42cbd0,0x42cc20,0x42cbf0,0x13b7d0,0x13b7d0,0x42c600,0x42c600,0x42c9f0,0x42d000,0x42ce70,0x42cd10,0x13b7d0,0x17dc70,0x13b7d0,0x13b7d0,0x18cea0,0x13b7d0,0x42c600,0x42c5e0,0x42c5c0,0x42d0f0,0x42d2a0,0x13b7d0,0x1fa90,0x1fa90,0x42caf0,0x1fa90,0x1fa90,0x42c1c0,0x1fa90,0x42c640,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x42c400,0x42c4c0,0x42d7b0,0x1fa90,0x42d6a0,0x17dc70,0x1fa90
.?AVLocomotorBehaviorClass@@	0x8ae0b8	4	0x3c1c44,0x3c1d6c,0x42bac8,0x1f9d0
.?AVLocomotorBehaviorClass@@	0x8ae0e0	3	0x42bad4,0x4c30c0,0x17dc70
.?AVExplosionBehaviorClass@@	0x8ae118	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x621860,0x17dc70,0x17d070,0x622470,0x1fa90,0x622430,0x622440,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVExplosionBehaviorClass@@	0x8ae1f0	4	0x3c1c44,0x3c1d6c,0x622368,0x1f9d0
.?AVExplosionBehaviorClass@@	0x8ae218	3	0x622374,0x4c30c0,0x17dc70
